txn_id,customer_id,account_id,txn_date,txn_timestamp,amount,direction,category,mcc_code,merchant_name,merchant_city,channel,payment_ref,balance_after,is_international
TXN-0002571,C-00000006,ACC-C00000006-001,2024-01-13,2024-01-13T23:32:10.327Z,3723.00,debit,retail,,Petrol Pump,Hyderabad,card,,1068014.00,0
TXN-0002572,C-00000006,ACC-C00000006-001,2024-03-17,2024-03-17T20:52:54.668Z,480.00,debit,fee,,,Hyderabad,branch,,1067534.00,0
TXN-0002573,C-00000006,ACC-C00000006-001,2024-12-23,2024-12-24T10:35:52.591Z,13689.00,debit,atm,6211,,Hyderabad,atm,,1053845.00,0
TXN-0002574,C-00000006,ACC-C00000006-001,2024-09-09,2024-09-09T22:25:49.320Z,413.00,debit,fee,,,Hyderabad,branch,,1053432.00,0
TXN-0002575,C-00000006,ACC-C00000006-001,2024-02-13,2024-02-13T22:26:25.654Z,4688.00,debit,retail,,Petrol Pump,Hyderabad,card,,1048744.00,0
TXN-0002576,C-00000006,ACC-C00000006-001,2024-07-03,2024-07-04T02:48:27.505Z,9818.00,debit,atm,6211,,Hyderabad,atm,,1038926.00,0
TXN-0002577,C-00000006,ACC-C00000006-001,2024-02-24,2024-02-25T04:06:12.497Z,464.00,debit,fee,,,Hyderabad,branch,,1038462.00,0
TXN-0002578,C-00000006,ACC-C00000006-001,2024-02-27,2024-02-28T16:42:00.781Z,5638.00,debit,retail,,Department Store,Hyderabad,card,,1032824.00,0
TXN-0002579,C-00000006,ACC-C00000006-001,2024-10-21,2024-10-22T02:25:00.244Z,19520.00,debit,atm,6211,,Hyderabad,atm,,1013304.00,0
TXN-0002580,C-00000006,ACC-C00000006-001,2024-08-16,2024-08-16T23:48:19.247Z,7385.00,debit,retail,,Pharmacy,Hyderabad,card,,1005919.00,0
TXN-0002581,C-00000006,ACC-C00000006-001,2024-01-04,2024-01-05T06:20:46.807Z,20292.00,debit,atm,6211,,Hyderabad,atm,,985627.00,0
TXN-0002582,C-00000006,ACC-C00000006-001,2024-11-16,2024-11-17T03:30:40.694Z,170.00,debit,fee,,,Hyderabad,branch,,985457.00,0
TXN-0002583,C-00000006,ACC-C00000006-001,2024-07-10,2024-07-11T09:35:28.233Z,8750.00,debit,atm,6211,,Hyderabad,atm,,976707.00,0
TXN-0002584,C-00000006,ACC-C00000006-001,2024-11-27,2024-11-28T15:48:23.278Z,34024.00,debit,transfer,,,Hyderabad,upi,,942683.00,0
TXN-0002585,C-00000006,ACC-C00000006-001,2024-09-15,2024-09-16T11:12:24.373Z,189.00,debit,fee,,,Hyderabad,branch,,942494.00,0
TXN-0002586,C-00000006,ACC-C00000006-001,2024-11-07,2024-11-08T04:55:25.964Z,27713.00,credit,transfer,,,Hyderabad,upi,,970207.00,0
TXN-0002587,C-00000006,ACC-C00000006-001,2024-06-04,2024-06-05T00:56:04.749Z,39085.00,debit,transfer,,,Hyderabad,upi,,931122.00,0
TXN-0002588,C-00000006,ACC-C00000006-001,2024-05-04,2024-05-05T02:34:14.088Z,15114.00,debit,atm,6211,,Hyderabad,atm,,916008.00,0
TXN-0002589,C-00000006,ACC-C00000006-001,2024-11-10,2024-11-11T02:20:50.658Z,158.00,debit,fee,,,Hyderabad,branch,,915850.00,0
TXN-0002590,C-00000006,ACC-C00000006-001,2024-06-11,2024-06-11T23:01:31.503Z,513.00,debit,fee,,,Hyderabad,branch,,915337.00,0
TXN-0002591,C-00000006,ACC-C00000006-001,2024-01-23,2024-01-23T23:44:43.880Z,504.00,debit,fee,,,Hyderabad,branch,,914833.00,0
TXN-0002592,C-00000006,ACC-C00000006-001,2024-06-18,2024-06-19T07:32:00.310Z,1052.00,debit,retail,,Zomato,Hyderabad,card,,913781.00,0
TXN-0002593,C-00000006,ACC-C00000006-001,2024-02-06,2024-02-07T14:43:46.921Z,4888.00,debit,retail,,Swiggy,Hyderabad,card,,908893.00,0
TXN-0002594,C-00000006,ACC-C00000006-001,2024-06-09,2024-06-10T04:51:56.000Z,559.00,debit,fee,,,Hyderabad,branch,,908334.00,0
TXN-0002595,C-00000006,ACC-C00000006-001,2024-12-23,2024-12-24T09:03:17.757Z,14702.00,debit,atm,6211,,Hyderabad,atm,,893632.00,0
TXN-0002596,C-00000006,ACC-C00000006-001,2024-04-12,2024-04-13T11:10:38.842Z,203.00,debit,fee,,,Hyderabad,branch,,893429.00,0
TXN-0002597,C-00000006,ACC-C00000006-001,2024-10-04,2024-10-05T09:50:13.954Z,7285.00,debit,retail,,Department Store,Hyderabad,card,,886144.00,0
TXN-0002598,C-00000006,ACC-C00000006-001,2024-07-09,2024-07-10T00:51:36.650Z,13272.00,debit,atm,6211,,Hyderabad,atm,,872872.00,0
TXN-0002599,C-00000006,ACC-C00000006-001,2024-04-17,2024-04-17T23:18:15.535Z,544.00,debit,fee,,,Hyderabad,branch,,872328.00,0
TXN-0002600,C-00000006,ACC-C00000006-001,2024-10-03,2024-10-04T17:48:28.208Z,5458.00,debit,retail,,Flipkart,Hyderabad,card,,866870.00,0
TXN-0002601,C-00000006,ACC-C00000006-001,2024-02-08,2024-02-09T07:31:51.665Z,252.00,debit,fee,,,Hyderabad,branch,,866618.00,0
TXN-0002602,C-00000006,ACC-C00000006-001,2024-07-22,2024-07-23T00:16:38.616Z,110.00,debit,fee,,,Hyderabad,branch,,866508.00,0
TXN-0002603,C-00000006,ACC-C00000006-001,2024-05-27,2024-05-28T12:51:34.283Z,212.00,debit,fee,,,Hyderabad,branch,,866296.00,0
TXN-0002604,C-00000006,ACC-C00000006-001,2024-02-05,2024-02-06T15:49:26.809Z,353.00,debit,fee,,,Hyderabad,branch,,865943.00,0
TXN-0002605,C-00000006,ACC-C00000006-001,2024-01-13,2024-01-14T09:14:07.505Z,329.00,debit,fee,,,Hyderabad,branch,,865614.00,0
TXN-0002606,C-00000006,ACC-C00000006-001,2024-05-04,2024-05-05T13:36:44.410Z,24680.00,debit,transfer,,,Hyderabad,upi,,840934.00,0
TXN-0002607,C-00000006,ACC-C00000006-001,2024-04-05,2024-04-06T17:50:48.773Z,4802.00,debit,retail,,Petrol Pump,Hyderabad,card,,836132.00,0
TXN-0002608,C-00000006,ACC-C00000006-001,2024-09-24,2024-09-24T20:27:01.018Z,45858.00,credit,transfer,,,Hyderabad,upi,,881990.00,0
TXN-0002609,C-00000006,ACC-C00000006-001,2024-11-20,2024-11-21T06:33:19.513Z,5475.00,debit,retail,,Gym,Hyderabad,card,,876515.00,0
TXN-0002610,C-00000006,ACC-C00000006-001,2024-07-23,2024-07-24T03:20:02.217Z,304.00,debit,fee,,,Hyderabad,branch,,876211.00,0
TXN-0002611,C-00000006,ACC-C00000006-001,2024-09-02,2024-09-03T14:42:28.928Z,44443.00,credit,transfer,,,Hyderabad,upi,,920654.00,0
TXN-0002612,C-00000006,ACC-C00000006-001,2024-05-27,2024-05-28T13:45:49.899Z,566.00,debit,fee,,,Hyderabad,branch,,920088.00,0
TXN-0002613,C-00000006,ACC-C00000006-001,2024-09-10,2024-09-11T07:33:28.043Z,259.00,debit,fee,,,Hyderabad,branch,,919829.00,0
TXN-0002614,C-00000006,ACC-C00000006-001,2024-03-04,2024-03-05T08:53:45.240Z,254.00,debit,fee,,,Hyderabad,branch,,919575.00,0
TXN-0002615,C-00000006,ACC-C00000006-001,2024-08-16,2024-08-17T12:36:53.974Z,103.00,debit,fee,,,Hyderabad,branch,,919472.00,0
TXN-0002616,C-00000006,ACC-C00000006-001,2024-06-24,2024-06-25T13:31:52.812Z,5355.00,debit,retail,,Department Store,Hyderabad,card,,914117.00,0
TXN-0002617,C-00000006,ACC-C00000006-001,2024-01-20,2024-01-21T17:24:58.503Z,386.00,debit,fee,,,Hyderabad,branch,,913731.00,0
TXN-0002618,C-00000006,ACC-C00000006-001,2024-03-25,2024-03-25T19:06:39.371Z,220.00,debit,fee,,,Hyderabad,branch,,913511.00,0
TXN-0002619,C-00000006,ACC-C00000006-001,2024-05-25,2024-05-26T08:46:10.987Z,14642.00,debit,transfer,,,Hyderabad,upi,,898869.00,0
TXN-0002620,C-00000006,ACC-C00000006-001,2024-12-13,2024-12-13T20:17:01.177Z,15695.00,debit,atm,6211,,Hyderabad,atm,,883174.00,0
TXN-0002621,C-00000006,ACC-C00000006-001,2024-04-15,2024-04-15T19:39:02.097Z,327.00,debit,fee,,,Hyderabad,branch,,882847.00,0
TXN-0002622,C-00000006,ACC-C00000006-001,2024-02-08,2024-02-09T02:35:53.490Z,257.00,debit,fee,,,Hyderabad,branch,,882590.00,0
TXN-0002623,C-00000006,ACC-C00000006-001,2024-06-21,2024-06-22T03:49:45.358Z,16023.00,debit,atm,6211,,Hyderabad,atm,,866567.00,0
TXN-0002624,C-00000006,ACC-C00000006-001,2024-04-25,2024-04-26T14:52:00.241Z,49912.00,debit,transfer,,,Hyderabad,upi,,816655.00,0
TXN-0002625,C-00000006,ACC-C00000006-001,2024-02-15,2024-02-16T08:52:15.029Z,457.00,debit,fee,,,Hyderabad,branch,,816198.00,0
TXN-0002626,C-00000006,ACC-C00000006-001,2024-02-09,2024-02-10T06:49:11.306Z,364.00,debit,fee,,,Hyderabad,branch,,815834.00,0
TXN-0002627,C-00000006,ACC-C00000006-001,2024-12-20,2024-12-21T10:43:56.700Z,2793.00,debit,retail,,Petrol Pump,Hyderabad,card,,813041.00,0
TXN-0002628,C-00000006,ACC-C00000006-001,2024-08-13,2024-08-14T00:36:05.418Z,5371.00,debit,atm,6211,,Hyderabad,atm,,807670.00,0
TXN-0002629,C-00000006,ACC-C00000006-001,2024-04-11,2024-04-12T01:00:23.316Z,260.00,debit,fee,,,Hyderabad,branch,,807410.00,0
TXN-0002630,C-00000006,ACC-C00000006-001,2024-09-24,2024-09-25T05:02:25.772Z,50484.00,credit,transfer,,,Hyderabad,upi,,857894.00,0
TXN-0002631,C-00000006,ACC-C00000006-001,2024-04-04,2024-04-05T15:59:42.622Z,231.00,debit,fee,,,Hyderabad,branch,,857663.00,0
TXN-0002632,C-00000006,ACC-C00000006-001,2024-06-08,2024-06-09T12:53:52.139Z,29140.00,debit,transfer,,,Hyderabad,upi,,828523.00,0
TXN-0002633,C-00000006,ACC-C00000006-001,2024-09-13,2024-09-14T15:27:22.899Z,16288.00,debit,transfer,,,Hyderabad,upi,,812235.00,0
TXN-0002634,C-00000006,ACC-C00000006-001,2024-06-25,2024-06-26T15:52:31.694Z,43084.00,debit,transfer,,,Hyderabad,upi,,769151.00,0
TXN-0002635,C-00000006,ACC-C00000006-001,2024-05-10,2024-05-11T14:12:30.196Z,3863.00,debit,retail,,Zomato,Hyderabad,card,,765288.00,0
TXN-0002636,C-00000006,ACC-C00000006-001,2024-12-17,2024-12-18T12:07:51.689Z,552.00,debit,fee,,,Hyderabad,branch,,764736.00,0
TXN-0002637,C-00000006,ACC-C00000006-001,2024-07-27,2024-07-28T15:32:35.418Z,7751.00,debit,retail,,Petrol Pump,Hyderabad,card,,756985.00,0
TXN-0002638,C-00000006,ACC-C00000006-001,2024-08-23,2024-08-24T08:39:02.784Z,51731.00,debit,transfer,,,Hyderabad,upi,,705254.00,0
TXN-0002639,C-00000006,ACC-C00000006-001,2024-04-03,2024-04-04T11:50:38.167Z,595.00,debit,fee,,,Hyderabad,branch,,704659.00,0
TXN-0002640,C-00000006,ACC-C00000006-001,2024-04-13,2024-04-14T12:13:31.225Z,34993.00,credit,transfer,,,Hyderabad,upi,,739652.00,0
TXN-0002641,C-00000006,ACC-C00000006-001,2024-01-07,2024-01-08T02:22:28.064Z,18583.00,debit,atm,6211,,Hyderabad,atm,,721069.00,0
TXN-0002642,C-00000006,ACC-C00000006-001,2024-03-17,2024-03-18T05:46:54.521Z,320.00,debit,fee,,,Hyderabad,branch,,720749.00,0
TXN-0002643,C-00000006,ACC-C00000006-001,2024-01-02,2024-01-03T08:04:37.468Z,4071.00,debit,retail,,Petrol Pump,Hyderabad,card,,716678.00,0
TXN-0002644,C-00000006,ACC-C00000006-001,2024-03-12,2024-03-12T21:59:12.185Z,25101.00,debit,transfer,,,Hyderabad,upi,,691577.00,0
TXN-0002645,C-00000006,ACC-C00000006-001,2024-11-09,2024-11-09T19:18:48.918Z,337.00,debit,fee,,,Hyderabad,branch,,691240.00,0
TXN-0002646,C-00000006,ACC-C00000006-001,2024-09-04,2024-09-05T14:42:20.688Z,1211.00,debit,retail,,Department Store,Hyderabad,card,,690029.00,0
TXN-0002647,C-00000006,ACC-C00000006-001,2024-06-03,2024-06-03T23:09:30.831Z,498.00,debit,fee,,,Hyderabad,branch,,689531.00,0
TXN-0002648,C-00000006,ACC-C00000006-001,2024-02-17,2024-02-17T22:24:52.434Z,3821.00,debit,retail,,Pharmacy,Hyderabad,card,,685710.00,0
TXN-0002649,C-00000006,ACC-C00000006-001,2024-06-06,2024-06-07T02:40:31.529Z,369.00,debit,fee,,,Hyderabad,branch,,685341.00,0
TXN-0002650,C-00000006,ACC-C00000006-001,2024-05-02,2024-05-03T09:32:06.777Z,176.00,debit,fee,,,Hyderabad,branch,,685165.00,0
TXN-0002651,C-00000006,ACC-C00000006-001,2024-04-19,2024-04-20T03:39:22.090Z,504.00,debit,fee,,,Hyderabad,branch,,684661.00,0
TXN-0002652,C-00000006,ACC-C00000006-001,2024-10-02,2024-10-03T08:38:39.831Z,7996.00,debit,atm,6211,,Hyderabad,atm,,676665.00,0
TXN-0002653,C-00000006,ACC-C00000006-001,2024-05-19,2024-05-20T13:56:51.662Z,24926.00,debit,transfer,,,Hyderabad,upi,,651739.00,0
TXN-0002654,C-00000006,ACC-C00000006-001,2024-09-15,2024-09-15T18:58:43.468Z,244.00,debit,fee,,,Hyderabad,branch,,651495.00,0
TXN-0002655,C-00000006,ACC-C00000006-001,2024-08-17,2024-08-18T10:57:03.171Z,457.00,debit,fee,,,Hyderabad,branch,,651038.00,0
TXN-0002656,C-00000006,ACC-C00000006-001,2024-07-31,2024-08-01T14:07:11.056Z,129.00,debit,fee,,,Hyderabad,branch,,650909.00,0
TXN-0002657,C-00000006,ACC-C00000006-001,2024-07-31,2024-08-01T12:27:20.798Z,46965.00,debit,transfer,,,Hyderabad,upi,,603944.00,0
TXN-0002658,C-00000006,ACC-C00000006-001,2024-06-30,2024-07-01T12:31:28.302Z,15184.00,debit,atm,6211,,Hyderabad,atm,,588760.00,0
TXN-0002659,C-00000006,ACC-C00000006-001,2024-07-06,2024-07-07T04:55:39.952Z,130.00,debit,fee,,,Hyderabad,branch,,588630.00,0
TXN-0002660,C-00000006,ACC-C00000006-001,2024-03-19,2024-03-20T14:34:01.111Z,372.00,debit,fee,,,Hyderabad,branch,,588258.00,0
TXN-0002661,C-00000006,ACC-C00000006-001,2024-11-10,2024-11-11T15:31:00.761Z,14733.00,debit,atm,6211,,Hyderabad,atm,,573525.00,0
TXN-0002662,C-00000006,ACC-C00000006-001,2024-10-23,2024-10-24T15:14:42.605Z,6669.00,debit,retail,,Petrol Pump,Hyderabad,card,,566856.00,0
TXN-0002663,C-00000006,ACC-C00000006-001,2024-02-13,2024-02-14T16:59:27.645Z,3893.00,debit,retail,,Flipkart,Hyderabad,card,,562963.00,0
TXN-0002664,C-00000006,ACC-C00000006-001,2024-03-26,2024-03-27T09:00:40.435Z,2438.00,debit,retail,,Department Store,Hyderabad,card,,560525.00,0
TXN-0002665,C-00000006,ACC-C00000006-001,2024-09-20,2024-09-20T19:59:06.576Z,19255.00,debit,atm,6211,,Hyderabad,atm,,541270.00,0
TXN-0002666,C-00000006,ACC-C00000006-001,2024-11-06,2024-11-06T23:29:24.066Z,418.00,debit,fee,,,Hyderabad,branch,,540852.00,0
TXN-0002667,C-00000006,ACC-C00000006-001,2024-08-15,2024-08-16T03:41:13.068Z,551.00,debit,fee,,,Hyderabad,branch,,540301.00,0
TXN-0002668,C-00000006,ACC-C00000006-001,2024-07-15,2024-07-16T07:37:35.856Z,650.00,debit,retail,,Gym,Hyderabad,card,,539651.00,0
TXN-0002669,C-00000006,ACC-C00000006-001,2024-03-18,2024-03-19T12:05:46.211Z,5582.00,debit,atm,6211,,Hyderabad,atm,,534069.00,0
TXN-0002670,C-00000006,ACC-C00000006-001,2024-09-02,2024-09-03T02:55:18.968Z,403.00,debit,fee,,,Hyderabad,branch,,533666.00,0
TXN-0002671,C-00000006,ACC-C00000006-001,2024-02-21,2024-02-22T04:47:41.425Z,11212.00,debit,atm,6211,,Hyderabad,atm,,522454.00,0
TXN-0002672,C-00000006,ACC-C00000006-001,2024-01-03,2024-01-04T12:02:54.644Z,400.00,debit,fee,,,Hyderabad,branch,,522054.00,0
TXN-0002673,C-00000006,ACC-C00000006-001,2024-11-10,2024-11-10T19:37:22.208Z,11856.00,credit,transfer,,,Hyderabad,upi,,533910.00,0
TXN-0002674,C-00000006,ACC-C00000006-001,2024-05-27,2024-05-28T13:20:28.923Z,49654.00,debit,transfer,,,Hyderabad,upi,,484256.00,0
TXN-0002675,C-00000006,ACC-C00000006-001,2024-04-14,2024-04-15T08:51:15.941Z,127.00,debit,fee,,,Hyderabad,branch,,484129.00,0
TXN-0002676,C-00000006,ACC-C00000006-001,2024-04-26,2024-04-27T17:31:34.877Z,485.00,debit,fee,,,Hyderabad,branch,,483644.00,0
TXN-0002677,C-00000006,ACC-C00000006-001,2024-12-03,2024-12-03T21:10:32.046Z,277.00,debit,fee,,,Hyderabad,branch,,483367.00,0
TXN-0002678,C-00000006,ACC-C00000006-001,2024-10-01,2024-10-02T02:20:36.585Z,425.00,debit,fee,,,Hyderabad,branch,,482942.00,0
TXN-0002679,C-00000006,ACC-C00000006-001,2024-09-18,2024-09-19T17:10:04.017Z,183.00,debit,fee,,,Hyderabad,branch,,482759.00,0
TXN-0002680,C-00000006,ACC-C00000006-001,2024-01-18,2024-01-19T16:16:38.900Z,19636.00,credit,transfer,,,Hyderabad,upi,,502395.00,0
TXN-0002681,C-00000006,ACC-C00000006-001,2024-07-21,2024-07-22T05:12:30.662Z,1070.00,debit,retail,,Flipkart,Hyderabad,card,,501325.00,0
TXN-0002682,C-00000006,ACC-C00000006-001,2024-04-07,2024-04-08T16:49:57.930Z,404.00,debit,fee,,,Hyderabad,branch,,500921.00,0
TXN-0002683,C-00000006,ACC-C00000006-001,2024-06-11,2024-06-12T05:18:15.211Z,763.00,debit,retail,,Department Store,Hyderabad,card,,500158.00,0
TXN-0002684,C-00000006,ACC-C00000006-001,2024-01-17,2024-01-18T14:07:05.031Z,43509.00,credit,transfer,,,Hyderabad,upi,,543667.00,0
TXN-0002685,C-00000006,ACC-C00000006-001,2024-05-08,2024-05-08T21:16:33.102Z,111.00,debit,fee,,,Hyderabad,branch,,543556.00,0
TXN-0002686,C-00000006,ACC-C00000006-001,2024-07-22,2024-07-23T15:24:49.409Z,590.00,debit,fee,,,Hyderabad,branch,,542966.00,0
TXN-0002687,C-00000006,ACC-C00000006-001,2024-02-20,2024-02-21T08:09:44.512Z,7863.00,debit,atm,6211,,Hyderabad,atm,,535103.00,0
TXN-0002688,C-00000006,ACC-C00000006-001,2024-03-27,2024-03-27T18:36:46.825Z,305.00,debit,fee,,,Hyderabad,branch,,534798.00,0
TXN-0002689,C-00000006,ACC-C00000006-001,2024-05-21,2024-05-22T00:35:34.995Z,7155.00,debit,retail,,Gym,Hyderabad,card,,527643.00,0
TXN-0002690,C-00000006,ACC-C00000006-001,2024-11-08,2024-11-09T15:28:00.475Z,17867.00,debit,atm,6211,,Hyderabad,atm,,509776.00,0
TXN-0002691,C-00000006,ACC-C00000006-001,2024-08-09,2024-08-10T10:01:52.274Z,2464.00,debit,retail,,Zomato,Hyderabad,card,,507312.00,0
TXN-0002692,C-00000006,ACC-C00000006-001,2024-01-10,2024-01-11T11:52:55.545Z,41156.00,credit,transfer,,,Hyderabad,upi,,548468.00,0
TXN-0002693,C-00000006,ACC-C00000006-001,2024-01-14,2024-01-15T03:32:02.729Z,5205.00,debit,retail,,Petrol Pump,Hyderabad,card,,543263.00,0
TXN-0002694,C-00000006,ACC-C00000006-001,2024-11-23,2024-11-24T02:28:25.857Z,345.00,debit,fee,,,Hyderabad,branch,,542918.00,0
TXN-0002695,C-00000006,ACC-C00000006-001,2024-03-14,2024-03-15T07:33:51.133Z,44957.00,debit,transfer,,,Hyderabad,upi,,497961.00,0
TXN-0002696,C-00000006,ACC-C00000006-001,2024-02-29,2024-03-01T00:36:31.258Z,12156.00,debit,atm,6211,,Hyderabad,atm,,485805.00,0
TXN-0002697,C-00000006,ACC-C00000006-001,2024-11-02,2024-11-02T21:36:56.528Z,14727.00,credit,transfer,,,Hyderabad,upi,,500532.00,0
TXN-0002698,C-00000006,ACC-C00000006-001,2024-04-13,2024-04-14T14:17:20.452Z,37846.00,credit,transfer,,,Hyderabad,upi,,538378.00,0
TXN-0002699,C-00000006,ACC-C00000006-001,2024-01-16,2024-01-17T06:40:30.454Z,376.00,debit,fee,,,Hyderabad,branch,,538002.00,0
TXN-0002700,C-00000006,ACC-C00000006-001,2024-02-21,2024-02-21T22:18:18.925Z,13756.00,debit,atm,6211,,Hyderabad,atm,,524246.00,0
TXN-0002701,C-00000006,ACC-C00000006-001,2024-02-18,2024-02-19T00:58:19.859Z,3100.00,debit,retail,,Gym,Hyderabad,card,,521146.00,0
TXN-0002702,C-00000006,ACC-C00000006-001,2024-05-11,2024-05-12T17:50:10.563Z,5347.00,debit,retail,,Gym,Hyderabad,card,,515799.00,0
TXN-0002703,C-00000006,ACC-C00000006-001,2024-09-02,2024-09-03T11:46:19.092Z,5527.00,debit,retail,,Swiggy,Hyderabad,card,,510272.00,0
TXN-0002704,C-00000006,ACC-C00000006-001,2024-02-24,2024-02-25T17:43:33.204Z,109.00,debit,fee,,,Hyderabad,branch,,510163.00,0
TXN-0002705,C-00000006,ACC-C00000006-001,2024-11-09,2024-11-10T05:29:12.694Z,4235.00,debit,retail,,Gym,Hyderabad,card,,505928.00,0
TXN-0002706,C-00000006,ACC-C00000006-001,2024-09-22,2024-09-23T13:30:55.312Z,439.00,debit,fee,,,Hyderabad,branch,,505489.00,0
TXN-0002707,C-00000006,ACC-C00000006-001,2024-02-07,2024-02-07T20:45:21.096Z,3387.00,debit,retail,,Pharmacy,Hyderabad,card,,502102.00,0
TXN-0002708,C-00000006,ACC-C00000006-001,2024-01-20,2024-01-21T10:22:37.379Z,19946.00,debit,atm,6211,,Hyderabad,atm,,482156.00,0
TXN-0002709,C-00000006,ACC-C00000006-001,2024-05-31,2024-06-01T18:19:43.682Z,105.00,debit,fee,,,Hyderabad,branch,,482051.00,0
TXN-0002710,C-00000006,ACC-C00000006-001,2024-08-26,2024-08-26T19:03:49.546Z,519.00,debit,fee,,,Hyderabad,branch,,481532.00,0
TXN-0002711,C-00000006,ACC-C00000006-001,2024-01-13,2024-01-13T22:53:38.091Z,376.00,debit,fee,,,Hyderabad,branch,,481156.00,0
TXN-0002712,C-00000006,ACC-C00000006-001,2024-07-12,2024-07-13T11:44:07.361Z,433.00,debit,fee,,,Hyderabad,branch,,480723.00,0
TXN-0002713,C-00000006,ACC-C00000006-001,2024-09-05,2024-09-06T04:26:28.502Z,126.00,debit,fee,,,Hyderabad,branch,,480597.00,0
TXN-0002714,C-00000006,ACC-C00000006-001,2024-12-14,2024-12-15T06:45:34.459Z,2878.00,debit,atm,6211,,Hyderabad,atm,,477719.00,0
TXN-0002715,C-00000006,ACC-C00000006-001,2024-05-27,2024-05-28T01:03:00.843Z,402.00,debit,fee,,,Hyderabad,branch,,477317.00,0
TXN-0002716,C-00000006,ACC-C00000006-001,2024-08-17,2024-08-18T06:53:57.390Z,387.00,debit,fee,,,Hyderabad,branch,,476930.00,0
TXN-0002717,C-00000006,ACC-C00000006-001,2024-06-03,2024-06-04T18:09:40.730Z,125.00,debit,fee,,,Hyderabad,branch,,476805.00,0
TXN-0002718,C-00000006,ACC-C00000006-001,2024-08-21,2024-08-22T15:00:09.654Z,515.00,debit,fee,,,Hyderabad,branch,,476290.00,0
TXN-0002719,C-00000006,ACC-C00000006-001,2024-05-15,2024-05-15T22:17:36.357Z,52967.00,debit,transfer,,,Hyderabad,upi,,423323.00,0
TXN-0002720,C-00000006,ACC-C00000006-001,2024-03-20,2024-03-21T00:27:38.355Z,32372.00,debit,transfer,,,Hyderabad,upi,,390951.00,0
TXN-0002721,C-00000006,ACC-C00000006-001,2024-08-04,2024-08-04T20:43:33.447Z,33276.00,debit,transfer,,,Hyderabad,upi,,357675.00,0
TXN-0002722,C-00000006,ACC-C00000006-001,2024-02-04,2024-02-05T17:12:52.319Z,36757.00,debit,transfer,,,Hyderabad,upi,,320918.00,0
TXN-0002723,C-00000006,ACC-C00000006-001,2024-06-22,2024-06-22T20:40:22.400Z,47523.00,debit,transfer,,,Hyderabad,upi,,273395.00,0
TXN-0002724,C-00000006,ACC-C00000006-001,2024-01-15,2024-01-16T01:14:09.478Z,21972.00,credit,transfer,,,Hyderabad,upi,,295367.00,0
TXN-0002725,C-00000006,ACC-C00000006-001,2024-01-19,2024-01-20T02:10:05.538Z,6003.00,debit,retail,,Department Store,Hyderabad,card,,289364.00,0
TXN-0002726,C-00000006,ACC-C00000006-001,2024-04-02,2024-04-03T00:42:02.070Z,971.00,debit,retail,,Pharmacy,Hyderabad,card,,288393.00,0
TXN-0002727,C-00000006,ACC-C00000006-001,2024-10-18,2024-10-18T21:06:14.363Z,28116.00,debit,transfer,,,Hyderabad,upi,,260277.00,0
TXN-0002728,C-00000006,ACC-C00000006-001,2024-09-21,2024-09-22T04:20:11.246Z,115.00,debit,fee,,,Hyderabad,branch,,260162.00,0
TXN-0002729,C-00000006,ACC-C00000006-001,2024-07-24,2024-07-25T01:05:30.305Z,279.00,debit,fee,,,Hyderabad,branch,,259883.00,0
TXN-0002730,C-00000006,ACC-C00000006-001,2024-01-20,2024-01-20T23:14:21.934Z,49035.00,credit,transfer,,,Hyderabad,upi,,308918.00,0
TXN-0002731,C-00000007,ACC-C00000007-001,2024-03-08,2024-03-09T16:08:33.633Z,49549.00,debit,transfer,,,Chennai,upi,,330451.00,0
TXN-0002732,C-00000007,ACC-C00000007-001,2024-05-27,2024-05-27T23:42:32.731Z,30269.00,credit,transfer,,,Chennai,upi,,360720.00,0
TXN-0002733,C-00000007,ACC-C00000007-001,2024-06-27,2024-06-28T12:45:38.839Z,11421.00,debit,atm,6211,,Chennai,atm,,349299.00,0
TXN-0002734,C-00000007,ACC-C00000007-001,2024-02-04,2024-02-05T11:33:41.472Z,12094.00,debit,transfer,,,Chennai,upi,,337205.00,0
TXN-0002735,C-00000007,ACC-C00000007-001,2024-02-16,2024-02-16T23:45:33.883Z,10463.00,debit,atm,6211,,Chennai,atm,,326742.00,0
TXN-0002736,C-00000007,ACC-C00000007-001,2024-03-01,2024-03-01T19:47:01.748Z,754.00,debit,retail,,Petrol Pump,Chennai,card,,325988.00,0
TXN-0002737,C-00000007,ACC-C00000007-001,2024-06-23,2024-06-24T02:51:10.840Z,336.00,debit,fee,,,Chennai,branch,,325652.00,0
TXN-0002738,C-00000007,ACC-C00000007-001,2024-08-04,2024-08-05T06:05:54.006Z,51077.00,debit,transfer,,,Chennai,upi,,274575.00,0
TXN-0002739,C-00000007,ACC-C00000007-001,2024-04-18,2024-04-19T11:28:35.879Z,154.00,debit,fee,,,Chennai,branch,,274421.00,0
TXN-0002740,C-00000007,ACC-C00000007-001,2024-07-07,2024-07-08T00:14:56.079Z,8477.00,debit,retail,,Department Store,Chennai,card,,265944.00,0
TXN-0002741,C-00000007,ACC-C00000007-001,2024-03-09,2024-03-10T01:25:25.470Z,12917.00,debit,atm,6211,,Chennai,atm,,253027.00,0
TXN-0002742,C-00000007,ACC-C00000007-001,2024-12-13,2024-12-14T00:41:09.467Z,555.00,debit,fee,,,Chennai,branch,,252472.00,0
